label,text
1,rt cliftonsings oi klitschko ya big boring cunt kubrats a comin t co mg sre jr 
1,rt flirtywords distance is a fucking bitch 
1, proseish we don t send pussy ass cowards to old sparky
1,ungrateful bitches never happy how u not happy what u mean u ain t happy youngjefe 
1,i literally just looked bc this kids a pussy 
1, beverlynohills bitch so they can t hold a real nigga down fa long bruh ask mama to pay this ticket fa me 
2,rt bleacherreport video don t hurt yourself kobebryant hits a jumper over a rookie proceeds to talk trash t co m l nvaim ht 
1, bitchkrieg hbic head bitch in charge lol
1,it s bitches need to be ready for the d fellaz don t play they games let that high school tease shit last a day swag
1,rt say lil zack why y all s ain t do nun when the fat bitch jumped on me yall a trip 
0,crew neck ass nigguh
0,rt snipersinperil shinsnipes happy birthday my little cotton picker
1, blueeyebeaner vienna sausage clit t co yy gj oeds i suck dat bitch don t y all eva believe a colored man don t eat no pussay
2,old fellas water froze in that funeral home he got it unthawed and wants me to help get his pump going again that place spooks me man boo
1, italian montana im a boss ass bitch
1,this bitch come home wit a attitude bitch go yo ass bacc to work ah sum fucc 
2,rt dsrtvet foxnews tjoy and i don t have any confidence nonwhatsoever in you barack you re the sole reason why this country is in thi 
1, hovaa cracker 
1,prolly sum hoe tryna get in the hurricane free rt coldhearted pr ttyn who sent that nigga to twitter tho
1,europeans taste test america s most white trash snacks via sohostyle t co tn m a iq this is hilarious foodie ish
1,nigga you a pussy hope you got lives 
1,i hate when bitches be like i love him so much lt 
1, juniormaye jus exsposin hoes on a whole different level 
1,its so many bitches n their friends don t like me all because of one nigga a nigga that i will amp amp still have 
0,and i wanna say something soooooo bad to these two cunts on twitter eh 
1, starlavafox if the bitch don t like it she can t be my bitch
0,omg frannyhilison pattiemallette ugly faggot your a bad mother you should kill yourself like robin williams
1, time for the lonely hoes watching scandal re runs
2,on a mission to find some zebra cakes
1, drmalvo woods lamar t co chnxcplzwr hidey hidey hoe white folk be all noyvous round coloreds
1,jax a hoe 
1, xpriceless bitch u got me fuckked up go suck lil action whamm like u always do on thursdays and fridays didn t think ik did u
1,rt queenalyzee we ain t friends hoe
1, flyyimpact yo follow me back nigguh
1,who the fuck still plays flappy bird loren travis flappy bird feels like t co oq jnn fwo 
1,im rick james bitch show me ya titties
1,niggas talk more then bitches these days
2,rt yankees gardy goes yardy again he leads off the game with a hr for the second straight night and it s yankees 
1,rt dreaf voiceofdstreetz ross got amber rose naked these hoes ain t loyal wiz that ain t amber rose tho
1, blacknerdjade ok sis she d rather be a broke bitch shrugs she ll have to tell me how it works for her
1, tropicth you know pens for school to cut all them bitches
1,that bitch cur my hair way to short
1, jusdahl bitch wake up 
1,rt right in the pussy
1,x x rt ladarinaintshit fat bitches with normal sized legs be looking like car keys 
2, best asian massage on the brooklyn park slope top rated spa t co zuxaqeavl
2, bitty boop oreo cookies sound wonderful 
1,instagram have you looking at motherfuckers like who the fuck does this bitch nigga think she he isss 
1,halloween s over and bitches still playing roles 
1,shit that seth says it s fatter than my cunt 
1,duh aka shitty nights rt linaahmadi city nights is hella ghetto
1, calumlove might havti give you a visit this cunt isn t going to have a family when im done 
1, d b dora amp her table manners she s eating like a sloppy hoe 
1,rt thecrewfinest xo me and ma niggah thecrewfinest in the func fucccccccked upppppp i m here on 
1, wyattnuckels grizzboadams hey faggot spell faggot right you dipshit
2,rt tydunne have to go with the slant pass to your outside linebacker in that situation 
1,i drive by and them bitches waive but girl i can t stop
1,good thing about you hoes u aint hoes forever ur expiration date will come to
0, juanyeeze damn took this dumb spic nearly days to respond wuz really good tho beaner 
1,his bitch ass is the same way so it don t matter 
1,rt j shlegend why is it always the bitches with no money no job no contribution to anything financial that have the highest standards 
1,u want a cookie tomorrow bitch lostb y
1, acino even though trunks was one of the main characters dragon ball gt was lowkey weak weak nothing lowkey about it shit was trash
1,lol rt beautywins you re a stupid ass bitch luvgoodspliff remember michael brown this is him now feel old yet t co og ay x lg
1,and ha bitch break down my weed sometimes
1,you like where the hell is yo bitch meanwhile yo bitch like where the hell is yo clique ayeeeee
2, allsportsbruh how all of the qbs we had before this season were trash they brought in a veteran so they could have someone to play
2,rt conservativela let the dem concern trolling commence in earnest wagons ho 
1,rt eskimokim wecameasjanie i really hate skyler like she s loaning money and it s not even hers like bitch wtf
1, alammus wesideconnect arbitrarydesign damn jehu michaelsayeth fellow anarchists quit being vaginas p like jr high up in this bitch
1,i see you fuck bitches i fuck bitches also 
1,kayci and i greet each other by saying hey cunt like it makes me lol
1, eba sandman you mean bitch ass pussy
1,this nig johnel keep falling asleep that s usually me lol
2, megann you should make me brownies 
1,i wish i wish i wish i wish i wish i wish a bitch would cept she already did gonna have to handle this 
1,blunt to the head fuck feds i eat pussy till my tongue red
2,rt hoez sale lmao they all trash before amp after 
2, adderallhadme adderall had me killing two birds with one stone t co wminpn m 
2,rt qtiptheabstract derek jeter a class act a great yankee a st ballot hall of fame inductee to be
1, rnadjorell bruh im tired of niggas retweetin miley cyrus naked that bitch aint no types of bad lmaooo
1, gutssidious get into devil first bitch roasted 
1,social media post about rival social media app i shall never let the word edited appear next to my facebook status double read it bitch 
1,rt nomeek justmilz i honestly hate women who bitch amp complain about a nigga playing video games when he still makes time for yall them 
1,dirty pop on the counter bitch dirty in it
1,rt hiimanasshole victoria finae chief keef is trash i m glad someone said it
2,rt lifeflightgirl when someone is murdered the police investigate the spouse first and that tells you everything you need to know abo 
1,hoes thinkin turns them into born again virgins 
1,coke and white bitches 
1, baylaagottabody i ain t shit damn skippy lol
1,rt jigga mleew u pretty but dat pussy got a thousand miles on it book value all fucked up 
2,some jihadi posted a bio of the isis boss mr awad with excellent sociological info can t thank him her enough for the gift 
1,rt sincere when ya friends nag you like they yo bitch mayne chill tf
1,niggas is hoes onhere and in real life too 
2, gregorious i don t understand it there s trash cans dumpsters everywhere and if there s not just wait till you go somewhere with one 
1,rt mrfourtwentyy everybody fckn everybody bitch amp everybody with the shit that s life
0, mah h stfu white trash
1,don t be a fool wrap your tool unless you wanna be a ratchet white bitch at the clinic with baby daddies she s apparently exempt
2,i love how we can marry and still be the same queer messy funny fabulous dramatic community we ve always been why i love us 
1,you and them bitches that you came wit
1,rt laken heavner i m such a bitch i m hard to handle i m stubborn and i have an attitude sorry to the people who put up with it 
1,the last time your pussy was salmon pink was 
1,quit teasing bitch
2, khshan victorb oh but those last few that did charlie wilma jeanne 
1,rt iv camoquay bro even with uno webo i still get more pussy than you 
1, miilkkk on a scale of this bitch is literally a t co a rmyfnus hahaha
2,rt adamschein great job by the yankees giving brian cashman a new contract the haters are just wrong cc chriscarlinsny
1,faggots killed jesuschrist gt hello but whatever go ahead gaymarriage yourself into pharaoh s pockets gt 
1,rt huner all these hoes always talkin shit about there guy look bitch if your gonna talk shit to me i ll be happy to smack you in yo 
1,yes i m a hairy white man with redneck tendencies who absolutely loves aretha franklin fuck you hater 
1, joe schmucc dog government jobs is the shit i done got my last few off that bitch 
1,a hunned hunneds nicca letsgetit
1,rt jawdan you re a faggot if you ever had the kim possible bbm notification
1, amp if you ain t a ho get up out my trap hooouseee 
1,i can t wait to turnup with my bitches i miss them 
1,mom really came in and found anything possible to bitch about
1, xdsmooth k now shut up hoe
1, candielissa twitrless kb elissareillys helenkimfitz elissa is such a fake cunt
1, dmeis snag that ho 
1, searching the incredible story of white man s quest to find the ingredients necessary to make caribbean jerked chicken in redneck land
1, blackman tide ha bitch i m pickin up beach babes left n right on the west coast t co ldxnpohlyd
2,this morning is brought to you by emergen c i really need to nip this cold flu business in the bud nogermswanted
1,is wayne brady gonna have to choke a bitch 
2,which expendable player can we put in with the sole objective of breaking beverley s jaw 
2,femalelogic is worse than the jig i m convinced
1,if i ever ate your pussy before and you fucked over niggas before that let me know right now because you owe me you dirty bitch
1,rt damnlifepics just a little closer bitch t co qwufy crq
1,happy columbus day just be glad we wasn t usin weavetrip to rope the sails seriously tho gt that shit would be wigger gt 
2,rotherdam rapejihad coverup young girls sacrificed on altar of political correctness in favor pf paki pedo gangs t co rdgyg gurv
2,been huntin hard and finally nailed her best wedding koozie i ve ever seen redneck t co d sbsyann 
1,going to the creek with my bitches tomorrow
1,rt ucejayy i see you subtweeting me hoe 
1,i don t know why broads drunk dial me i m sleep hoe 
1,rt youngmoneykem scottvohar matty kem nigga i m just popping molly amp stepping out you bowling bitch don t come at me
2,rt taythebaddie never discuss cheese with a rat talk bread with a bird or make moves with a snake 
1,ima groovy type nigguh
1,that hoe beefing over tunchi chillllll ouutttt
1,ain t trusting no bitch or no nigga hoe or no sucka
1,if you ain t a hoe get up out my trap house reptar 
1,heat bitches 
1,these ut hoes be goin 
1, legoheeadd i read that in his voice like a hoe 
1, itsyour man make me white trash cousin fucker
1,rt airsimba treslyon keyair angels amp female party promoters are not for me most party promoters are hoes amp them angel bitches are 
1, victorrico they didn t want to fuck steve that bitch lmao
1, samistonge some fucking bitches 
2, fattyytooraw well ontario is like kind of a dump now that the ghetto moved here since its cheaper to live here so 
1,rt belowthaabelt snip snip hoe
1, hernandez ayy might as well get fat hoes don t even like abs nomo they like balla bellys
1, piersmorgan jeremyclarkson you two need to stop acting like two little bitches 
1,i m just not going to be a bitch to you because we don t speak for reasons it was a decision and it s done and over with why start shit 
1, wordscience start telling all bitches how to live their lives can we get advice from gwenyth 
2, retroreasoning i think most rpgs are for the birds i ain t no bird brain yo
1, withfinesse shane a lol i got rose been dat nicca tho never forget lol yee i was trippin
1,rt yummy pearl you put my number on blocklist how can i stop this convert them mfs i ll make all them hoes topless 
2,rt suzanneevans the shocking true stories behind your favorite classic fairy tales t co ninvwoxm z via huffpostbooks
1,because a nigguh but don t mean you re pussy is bomb
1,outside with dah fuckin yardie eh
1,i m not broke bitch i m blessed 
1,rt rappersaid when tupac said i ain t a killer but don t push me revenge is the sweetest joy next to getting pussy t co wl mtg 
0,rt erikcochrane tonydecola my nig
1,stephen the threat about your brother doesn t scare me quit runnin your fuckin mouth amp you won t have to hide behind your brother bitch boy
1,lmfao but we don t talk gtfoh bitch i guessed it amp i was right 
1, lildoll grown mature pretty amp etc all that goes out the window when a bitch play with me 
1, adrianmayer fucking pussy josephnoonan 
1, taradise ya nigs out there still saying y all don t eat butt with a straight face 
1,rt partyprobs if you open a beer and don t finish it you are what is known as a little bitch
1,my stomach hurt like a bitch yoo
1,rt djvlad if your sis is a bitch brother is a jerk leave em both alone and continue with your work q tip
1,not to call you a bitch but they gone hate on my bitches
1, xhollywoodcourt bitch i asked you a question
1,rt hippiescrub egg avi in my mentions with followers pussy bo dont want war 
2, santagati that s bc i deleted visionary once i saw your subtweet next time just me tho and i do love jail bird dresses 
1,this game on some shit haha playing that hoe high had me and my nigggs trippen haha
1,so yall hoes still surfboard n in the tub or nah 
1,rt bootygangcult some of you bitches aren t built to wear certain shit t co ijtjvyy vy
1,believe it or not hoes get boring after awhile
2,rt oreo dear dessert heaven fangs so much for these oreo spooky ball vampires oreocookieballs t co i iyrl sd t co wnzbh 
1,just ordered chinese food bitches bring on the cat 
1,i don t trust these bitches
1,just made tmobile my bitch
1,i m a bitch nigga that hurts my feelings and i m like so serious 
1,rt shamargothoes these hoes smh t co prr jkrbsp
0,rt maniac x larryx floydmayweather not gonna happen the coward nigger gets lit up he knows it pac has to sign to tmt but why di 
1,rt trillsteez sincerelylivy i can t fw no friendly bitch 
1,some of these hoes need to hop off those high horses they seem to be riding 
1,rt frankieboyle you can ask yourself if you trust clegg cameron and miliband or you can vote yes and never think about the cunts ever a 
1,rt kourtne don t try nd play me i ll hoe u harder 
1,rt hilariousbubble what are you twelve yeah on a scale of one to ten bitch
1,rt itsdonleach you re still a pussy barackobama
1,cute japanese teen gets her tiight pussy fucked while sucking cock t co aylkdsnksc
1, woahitsjulian whatchu doin today nig 
2, og dakota lemme just throw a in it how s the tranny 
2,good evening charlie and friends charlie stacydmomof pattism cantucimblonde kacado
1,rt sarcasmleague somewhere in the world some bitch is ordering roses for herself so she doesn t look like the lonely bitch at the office
1,rt enxadasfelipe no bitch i wanna roll a fucking blunt
1, saadthesav bitches saying ray rice got what he deserved but just a month ago wanted this man free t co vfn is wx smh 
1, brokenpiecesmsc itsnotadam faggot read my tweets after dat k it wasn t even funny lol
1,rt myjim aintslim chris brown reached maximum level of icy with this hoe t co sahge wgas
1,pull up eat on that pussy and dip 
1,if that pussy don t come with head i don t want it 
1,the lies on this here twitter libra dtf you niggas wouldn t know grade a pussy even if it slapped you cross the face 
1,rt johnniegoings money clothes hoes and cars merica
1,your leader rocks a fucking mo hawk and dances like a faggot from atl houstonrockets
1,a bitch can t resist a nugga with a fresh cut shit i can hardly resist myself when j get one 
2, efethegoddess the shirt trash and i m leaving your room a mess 
1,rt thtsher if ya bitch mad tell ha i ll put ha own 
2,got to on flappy birds can you say happiest girl on earth
1, norapist throwing lamps at bitches who need to lighten up true dat
1,rt newlegendaryera twitter gives bitches unrealistic views of what a relationship is gonna be if y all fight this nigga ain t comin to 
1,that s what i tell my hoes when they ain t throwing the neck rt shibermetimbers aint nobody got time for that 
1,bad lil short fine bitch lil petite sumn
1, tastemygayness idc i can still get it that s my pussy
1,walking down the st and this girl with a guy past me and the girl says i m bout to turn dyke for her ctfuu classic
2, teapot great gif got a source url for gifs 
1,nigga ill take ya main hoe make her call her home girl and make em share the same dick
1,rt joebudden the dating scene so wack out here dog shit super trash 
1,i m not bouta let no bitch play with none of my family it don t matter if i fuck with them or not 
1, abstractlife man too much damn giggling was going he was offering tips and shit lol think i even heard the bitch spit a couple times
1,if your main reason for disliking something is because it is popular there is a chance you re a little stupid idiot bitch baby child 
2,snl mocks entire obama tenure in ebola skit hot air t co mijdg x uc
2,rt travelnevada great story of what it s really like to be a camel jockey at the camel races in virginiacity t co x xmavequ tra 
1,i m in vegas bitches t co jgpiw kder
1, its selenaaaa karma a bitch bruhh
1,rt joebudden i wonder if the hoes are gonna give halloween back to the children this year 
2,gary s girl was a tranny rt em car i wonder what would have become of rickspringfield if he d written gary s girl 
1, capodaasshole alejandro bihhh damn that hoe just came out but look at how many hoes said his shit jamming on my shit
2,cavs trash too
1, kieffer jason bitch you are not funny stfu talking to me what part of that do you not understand 
1,rt kaycimalynn utcast hey cunt i miss you too 
1,i m done wit this cheer team all these bitches are literally brain dead 
1,rt ummmsassy you re such a bitch t co m brilvfp
1,ej wanna be michael sam bitch so bad 
1,rt drummerkid you prolly don t like me niggah i don t really give a fuck how you feel 
0,i missing something of my ofay friends day all scared by da recent happenings don t chu worry ol lamar say you like da colored folk
1,almost done with this bitch ass room 
1,rt sourpinkk if having hoes still excites you you still have some growing to do lil mf 
2,rt harryslaststand on this armisticeday the cry never again is absent and mocks our pledge to neverforget the fallen from ancient an 
2,rt sorryimalex i m only back cause i don t wanna see the boys lose to trash vote sos
2,i went to see this is where i leave you at a movie theater with tables and real food it was fun i ordered a brownie dessert p
1, amillinati bro like i really enjoy like eating pussy from the back it makes it more nasty i like nasty haha you like eating ass 
1, hopemcclintock i could ve swore everyday was jus sayin i had all the hoes like days ago no i m gay what s next i gotta baby on the way 
1, joeprich shut up faggot
1, grrizziy yungxsmba the only place for a ho in the garden
1, jfromhuntington savages day is like coloreds dat wrap day hoes like mummies
1,rt jbsoprano young n s act hard and all the bad b s grew up to be trash broads jaetips
1, cee murda bitch bye you can t get it
1,they are mostly restaurants i m a fat ho rt imjustceej if you have more than contacts in your phone you a hoe
1,blow up the pussy like hussein bitch look at me crazy like who s sane ravenxmiyagi
0,i feel sorry for mexican and asian niggas they got the worse shaped bitches on earth 
1,rt dfcuknawesum kirk ain t nothing but a bitch love amp hiphop
1,naomi campbell rihanna miley cyrus crazy bitches lol
2, team darrion night jigaboo t co vxkcg ygxf
1,rt nrana girl logic if i say bye i don t actually mean it then don t fucken say bye you dumb bitch 
1,these rednecks around here won t like that shit put that wall up they say
1,i am for equality in the law for all people white black red yellow and blue homo s hetero s well i draw the line t co ugzyrtkabw
1,these hoes worried bout the wrong things in life
1,rt dfkinlopes when a bitch sneezes too close to you t co jq p nyeaz
1,porn android iphone ipad sex xxx hairy hairy pussy t co ntg b qdmx
1,yasss bitch yass
0, ktpowers wendydavistexas ha ha ha no good fat dyke
1, jalenhendricks in her tweets p jones bitch get outta here dumb ass lmao 
0,rt kriegsson on nigger day we honor nigger traditions by not working 
0, clinchmtn sixonesixband america today the rule of thumb is when in doubt blame whitey 
1,you know how many hot bitches i own 
1,play me about twice aye im a pyhscopathic cunt you re dead 
1, titsofanarchy i glads dis colored man cans be of soyvice fo da white man
1,follow a nicca on ig im hollywood jay
1,rt amberrrnicollle do loyal bad bitches exist because i want one
1,rt beyoncehasstd this hoe know that not her car lmaooo t co xpphpxd p
1,you can buy a bitch erything in the world i bet she still find something to complain about
1,i aint mad at you thats what hoes do
1,my right ear is throbbing harder than a virgins pussy
1, nicsarantos huntermoore she looks like the pussy lips are huge
1,rt cashmere nasir skinnybee bosslifepiff you lil stupid lil bitch she ain t fuckin with you bug sean voice 
2,will be interesting to watch how interlagos grips in this weekend f cars basically the guinea pigs for wec later this month 
1,rt froxgawd tf is a baby goal bitch u gone have what you gone have rt missloloko baby goals t co bwldjex qg
1,rt shellygrimage it ain t nothing to cut that bitch off 
1, natsukun i m already a hot white bitch and hot latina get on my level
1,rt lissetelisa juan likes black girls monday wednesday spanish girls thursday amp friday amp white bitches on the weekend tbb
1, starflow them bitches need a tan
1,maybe i m the one maybe i m the two maybe i m the nigguh that you call when you re through 
1,rt omgitsbabyjoe i fucked your bitch a hunned times what the fuck your bitch got on her mind my fuckin dick 
1, residinero ya bitch crib
1,rt kinloch bang y all hoes and y all plastic ass bodies maaaaan smh
1,what you gonna do if she cheat cry fight for her no kick that bitch out and go straight to tootsies
1,find a big butt bitch somewhere and get my nuts kissed 
2,just posted a photo yankee stadium t co yflu xh
1,rt xoxo shelby zzachbarness i ll fuck a bitch real quick 
0, matthometeam you know what you did you faggot there are literally thousands of people that have you on their radar homo
1,rt natalielynnn why give a bitch an inch when she rather have nine
1,dumb nigguh
0, campos uli is a fag hesgay
1,it s hard getting a bitch from the hood to suck your dick on camera she swear everybody knows her and she hates the light 
1, dad say hi to my snapchat dad duces bitch 
1, sotrippywhit right these bitches be like damn i hope i get this job at target bitch do better still livin with ya momma ass hoe
1,rt darlincory making homemade pickles and working on a funny tweet about pussy i am going to make a great old lady 
1, thebashionista got me blushin like drake bitch az lol
2, tom morehart cjc is alive joshuatyl r of bcs titles mil in revenue it s great being in a redneck conference and not in ohio 
1,murda mook rip to that shit
1,rt lamessican i love when bitches throw shade just confirms i m doing something right 
1,rt tanaka callen t ndyy awwww my niggar thank you so much sure means a lot 
1,if a bitch is bad n single she single fo a reason hoe prolly cray or a runna
0, defendwallst whatever fuck all those assholes they re niggers they all look alike to me 
2,happy birthday to my pops old negro spiritual is today lol
1,rt michaeljhudson you called me a pussy tough guy let s see how tegan kisses right bicep and sara kisses left bicep feel about that 
1, needs to hurry up it s chilly in this bitch
1, jkatz kaylee binion bitch 
0, xzimpx prophzilla this is twitter not only are you a fag but you re also retarded 
0,rt lildurk i don t fuck with bitch niggas i only fuck niggas bitches 
1, qbf on a leash rt sbaby life just pussy 
1,rt simplyshaay vibinwitthegods if i don t text you no more thats cuz you a boring bitch just so y all hoes know 
0, notoriousbm gezus rodriguez your getting blocked faggot
1, jundishes or a southern bitch like me who will blow a persons heart out of their back w one shot 
1, brookeschade piperleigh cass uhhh deee baylee all of yall stfu your all pussies and won t do shit
1,rt mackgotti smco all my hoes stay mad at me i keep em hot guess they got a fever 
1,i got a lambo doors seater hoes yokohamas no vogues man that bitch beautiful jesus
1, discordianslip alright amateur grease monkey show me how its done wait that sounds racist 
1,rt kaitlyn lardi seniors so i basically become a fearless bitch when i m mad 
1,rt amos louis broke hoes words out my face 
1,rt oharias i make the pussy cringe t co lnb uxxqem
1,one time for the real niggas two times for the bad bitches 
1,rt ohlawditsniesha this hoe swear to god that boy fuckin everybody 
2,i just want vanilla oreos
2,yankees damn you directtv blackout the yankee game with a freaking walk off you re killing me satellite douche 
2,and now jihadis bragging about a massive bombing in sadr city in baghdad iraq onslaught
0,rt imalagirl pillow talking too yo hoe hating on a nigga fuck around loose ya hoe like that 
1,rt woridstarhlphop when you and your boys discover a hoe t co pupaplqnhk
1,rt barryclerjuste basic bitch tweet shit like no one to talk to times a day 
1, stevenlevandows tf get me on that bitch stat
1, ravenpeltier these hoes ain t loyal
1, fuccccck that was ma niggah from cali swag r i p jayare 
1,rt mleny bae lemme see your phone if you dont have hella hoes me one sec t co mztlpgx ur
0,rino trash like speakerboehner karlrove frankluntz see conservatives as the democrat party see blacks as their slave property tcot
1,that ass so retarted it belongs on a short yellow bus 
1,like a skinny model boney bitch
2,you know what they say the early bird gets the worm puts gummy worms in your morning coffee 
1,stafford you pussy
2,been a long december hasn t it counting crows 
2,rt dragonballdeez atlanta rt pacdagoat houston has so many trash drivers
1,cuffing is a no no my ring finger stay solo why be in a relationship if you not letting your hoes go 
1,rt bandworld that bitch who the shit in yo eyes aint shit in my eyez 
2,rt aliyahkorea whiteculture thinking weave is ratchet and ghetto while extensions are perfectly fine 
1,rt vicd ent good pussy ain t changin nothin might bump you up to main hoe from side jank that only mean you get fucked more 
1,rt ondat othershit i swear a yung nigga use to wanna be a heartbreak kid rt kudabrazyy shawn micheals amp razor ramon both had bitches
1,nah these hoes dms broke tho
0,pennsylvania is white trash and is so are all pennsylvanians 
1,my dad just told yourdudeferg s dad to text one of their friends and say hashtag pussy hahahaha i m done
1, goosemon er you re being a bitch lol but naa serio wassuo
1, kieffer jason and why would i care what a bitch ass nigga think and u don t understand how fucking scary u look
1,bitch duck on whore ass slut cunt ha biden it s gucci tho whatever nigea mdsaab t jawad 
1, spiffy vuitton you see the bitch with the fake leg that s bout to come on lmao she kinda bad doe in the pole
1,rt lumponthegrind great pussy will have you doing shit you would think you would never do
1,rt bidenshairplugs number of women denied birth control by hobby lobby number of democrat retards butthurt by the verdict 
1,how can you say you don t want a nigga that s friendly but your pussy is like casper the friendly ghost 
1,at least ima a faithful bitch 
1,rt pointstacked follow this fag shinsnipes it s his birthday today
1, luis baez belle bitch 
1, lettherainefall ann e lizabeth and i are on our way to fuck your bitch
1, soundtracktoky these hoe ass niggas ain t get nobody in free agency 
1, csvndy i wanna be that white nigga chillin in my mini cooper just throwin money at bitches
1, ineyealee you re filled with pimps and hoes we ll just talk about those i knows josephbananas
1,rt yaboymj rt for mj fav for a bitch nigga t co y yic qws
1, out bitch i m winning t co k l zobgz
2,her excuse is when i die u can have all my gold i don t even like yellow gold anymore i gave her all of mine 
1, southsidevic i let my girl handcuff me to the bed thinkin she gon do something freaky this bitch went through my phone 
1,a bitch in my math class right now is actually eating just straight up nutella wereyouraisedinabarn
1,son of a bitch i can t wait till baseball is back americaspasttime
1,rt ohhdatsbrucie i can t be worried bout no bitch cause that bitch could be somewhere sucking dick
1,shut yo mesquito lookin ass up poped bitch
1,yea i m illiterate hot as a skillet bitch 
1,rt yung sexxistud hoes tweets be like put that dick in my throat i won t choke then when you ask them about it they say its a song hoe wh 
2,arroz con pollo
1,me loving a hoe is ah no no
1,but she is a hoe idk about that t co eccfbqzlkz
2,stupid teacher talks to randymower like he s retarded
1, keiveeb shut up bitch it ainn complete witout money melle n it
1,rt chrissibaxter if my man ain t appreciating me this pussy definitely is gonna end up in another nigga mouth you can quote me
1, dmill blackmigo kyrie fast than a bitch with the ball look like you out there lol lol i wish
1, littlecball austinmahone just robert bc he was the one cussing like no tomorrow bc he s a pussy
1,you can t treat these hoes like ladies
1,its nt that i hate that bitch i just hate the shot he do
1,false start bitches
1, imgorejess by not being an unloyal retard
1,rt lildurk how you wife dat bitch many niggas fucked from my clique many niggas actin so rich all dese boppin hoes on my dick maserati
2, femshaveballz have u spent significant time in any ghetto or witnessed the years of terrorism committed by police in the black community 
1,rt zekncashe you can t question snoop dogg he a og he told us not to love these hoes 
1,i called in to work n bitch said they might not want me to go back
2, victoria star haha monkey feet i like it but real feet are magical on a back it smoothes every nook and cranny of tightness 
1,if her mom was is a hoe then she s most likely a hoe too where do you think she learned it from 
1,i titty wrecked ya bitch 
1,rt islandboi rambo stblocjeremiah that hoe starleasha i heard she give uh nigga good ass education lmao
1, friendlyassh le lbs aint thick bitch you a fucking warthog 
1,rt collegefession all you need in life is bottles bitches and life lessons sam houston state
1,at the mexican laundry mat and it s packed denna hoe
1,you could fuck my bitch lemme fuck yo bitch 
2, grand opening top class oriental massage perfect t co hhxk mkhe
1, lifeof brandon bitch you need to bring your ass to fucking practice 
1,sometimes you don t wanna fuck the bitch but her head so good you end up fucking
1,gang gang bitch 
1,rt salomanizor kick her in the cunt
2, lol cripple wendy davis rt mailonline scientists create remote controlled chick to study shy penguins t co mt b slod
1, blyth s chaserojo where the fuck is your top lip t co izbpn pms in my pussy lilshwenda
1,rt tylar stblocjeremiah bitch shutup
2, jacobkesler ki kibaby adamdavis or if we pick you up in sc and take you with us nip to cr 
1,if luke hemmings really thinks they re trash i must be fucking dirt bc you boys are beautiful dammit
1, noworriezzzz basically we re mad at them for being hoes
0,white bus drivers are all white trash losangeles
2,saltine crackers for dinner lol sad lyfe 
1,rt bandresdiana when that message say delivered but you see him posting sc story s with all his hoes t co xvgtwooasp
1,you hoes ain t got no real friends cause the shit i be seeing boyyyyyyyy my friends ah burry me ft under oml if i m ever slipping
1, tufflove show a lotta love to my sisters tho but these bitches so predictable im in trouble
2, fightnightx nmf life khan has been facing nothing but trash since his l to garcia
1,why can t you be humble like your moms and not hoes
1,rt rahleefranklin don t cheat if she a down bitch
1, woohdakidd lol la bitch happy bout beatin our bench players
1,so my dumb ass screams fuck the redskins in this big ass echo filled parking garage
1,fly as a bitch on aladdin rug
2,why do peeps gotta be mad ghetto nowadays smh pull up your pants 
0,rt kidnapyogranny if u dont want your heart broken then dont check for a nigga who entertains hoes
1,i start garfield monday yeahhhhhh lil bitch 
1,yo this bitch in macy s tried to run out the store with a gaggle of clothes and got caught
1, shoota bitch was mad af s t co c i w q d
1, kevinkevmooney lellerbe when bet now i make sure that bitch is not involved that s thing floyd and pac can agree on she screwed em both
1,rt iscoutgirls verbally abrupt bitch where u been
1, charmarie hoe you are doing good too 
1,all i need is one i don t want the hoes 
1,hate when bitches tryna put you in the friendzone bitch i m tryna score put me in the end zone
1,rt the searcy happy cunt bags 
2,my pits be stankin from doin dem flows is hard on a ol colored body in da heat dem white women be pushy when day want dare flows fixed
1,wintertime bout to turn the grind back on don t spent enough money wit u niccas
1,basic niggah in his basic clothing
1,y all be giving the pooest bitches so much hype stop it 
1,i think if my girlfriend were to get locked up shed be the first one raped pussy
1, derooo viridoesitt how i lose this sweet you ain t lose it you hide it lmfao viri tryna smoke that hoe to his self boy 
1,rt mrbrenbren waynostra these bitches crazzzyyyyyy maaannnnn
2,rt chughes tyzebruh trash cans are always demanding new music from the gawd tyga
1,rt phocus bossshltonly this bitch t co o uskcmfcd 
1,rt allknowa we all know a bitch boy named luke
2,rt tweettully this is so great regular season ball is for the birds
2,enjoying my bed just perfect for me my teddy bear and monkey it singlelife bed teddybear
1,you got dykes i got the vic s
2,lakers fans will feel the pain the yankees fans are feeling today at the end of basketball season 
0,ahah fucking queer kingjames kill urself
1,rt gettemm jay so before you wear a thong get yo pussy in check
1,rt thechefboyrd my pussy popz severely s t co ioq m kf
1,rt ccancel miserable bitches talk the most shit 
1,rt nuteila wtf ling ling did you at least calculate the circumference when you threw that ass in a circle t co aueveeawn
1,rt lebronvuitton i don t stand in line at clubs the security come escort me in yellow diamonds tell a bitch get over here scorpion 
2,these brownies t co iyqrbn amf
0,fuck that hoe thats exactly what dese hoes doin gettin fucked nd yall niggas the one to blame
1,get tf off joseline pussy like damn
1,smfh boy you sound just like them hoes rt k forkicks idk why everybody be hating on the puerto rican princess
1,niggas is bitches
